UserID,VOid,POid,Price,Duration,Reputation,SuccessRate,Availability
UserID_27,voID_27,poID_27,P_73.0,D_9.0,R_22.0,S_91.0,A_71.0
UserID_28,voID_28,poID_28,P_98.0,D_94.0,R_11.0,S_27.0,A_85.0
UserID_29,voID_29,poID_29,P_93.0,D_88.0,R_39.0,S_17.0,A_40.0
UserID_30,voID_30,poID_30,P_7.0,D_3.0,R_69.0,S_13.0,A_13.0
UserID_31,voID_31,poID_31,P_65.0,D_16.0,R_6.0,S_88.0,A_22.0
UserID_32,voID_32,poID_32,P_58.0,D_32.0,R_37.0,S_8.0,A_32.0
UserID_33,voID_33,poID_33,P_18.0,D_60.0,R_61.0,S_14.0,A_2.0
UserID_34,voID_34,poID_34,P_7.0,D_59.0,R_93.0,S_87.0,A_57.0
UserID_35,voID_35,poID_35,P_84.0,D_72.0,R_58.0,S_59.0,A_86.0
UserID_36,voID_36,poID_36,P_39.0,D_97.0,R_40.0,S_96.0,A_40.0
UserID_37,voID_37,poID_37,P_66.0,D_44.0,R_50.0,S_83.0,A_11.0
UserID_38,voID_38,poID_38,P_58.0,D_35.0,R_73.0,S_85.0,A_94.0
UserID_39,voID_39,poID_39,P_91.0,D_91.0,R_28.0,S_49.0,A_49.0
UserID_40,voID_40,poID_40,P_25.0,D_56.0,R_59.0,S_3.0,A_2.0
UserID_41,voID_41,poID_41,P_14.0,D_62.0,R_64.0,S_80.0,A_33.0
UserID_42,voID_42,poID_42,P_40.0,D_47.0,R_47.0,S_18.0,A_23.0
UserID_43,voID_43,poID_43,P_1.0,D_34.0,R_74.0,S_28.0,A_97.0
UserID_44,voID_44,poID_44,P_5.0,D_33.0,R_40.0,S_38.0,A_36.0
UserID_45,voID_45,poID_45,P_70.0,D_42.0,R_56.0,S_29.0,A_42.0
UserID_46,voID_46,poID_46,P_40.0,D_66.0,R_70.0,S_75.0,A_98.0
UserID_47,voID_47,poID_47,P_55.0,D_26.0,R_23.0,S_15.0,A_32.0
UserID_48,voID_48,poID_48,P_14.0,D_23.0,R_43.0,S_70.0,A_57.0
UserID_49,voID_49,poID_49,P_84.0,D_92.0,R_72.0,S_42.0,A_91.0
UserID_50,voID_50,poID_50,P_14.0,D_5.0,R_93.0,S_92.0,A_78.0
UserID_51,voID_51,poID_51,P_13.0,D_85.0,R_68.0,S_65.0,A_72.0
UserID_52,voID_52,poID_52,P_69.0,D_72.0,R_2.0,S_11.0,A_71.0
UserID_53,voID_53,poID_53,P_91.0,D_63.0,R_29.0,S_64.0,A_12.0
UserID_54,voID_54,poID_54,P_34.0,D_72.0,R_72.0,S_18.0,A_32.0
UserID_55,voID_55,poID_55,P_97.0,D_27.0,R_92.0,S_27.0,A_91.0
UserID_56,voID_56,poID_56,P_68.0,D_5.0,R_93.0,S_28.0,A_94.0
UserID_57,voID_57,poID_57,P_25.0,D_21.0,R_84.0,S_14.0,A_39.0
UserID_58,voID_58,poID_58,P_97.0,D_95.0,R_86.0,S_32.0,A_52.0
UserID_59,voID_59,poID_59,P_87.0,D_77.0,R_48.0,S_97.0,A_11.0
UserID_60,voID_60,poID_60,P_72.0,D_64.0,R_3.0,S_47.0,A_39.0
UserID_61,voID_61,poID_61,P_95.0,D_14.0,R_37.0,S_68.0,A_49.0
UserID_62,voID_62,poID_62,P_18.0,D_26.0,R_50.0,S_3.0,A_91.0
UserID_63,voID_63,poID_63,P_3.0,D_12.0,R_86.0,S_45.0,A_95.0
UserID_64,voID_64,poID_64,P_15.0,D_51.0,R_65.0,S_80.0,A_38.0
UserID_65,voID_65,poID_65,P_30.0,D_22.0,R_53.0,S_35.0,A_12.0
UserID_66,voID_66,poID_66,P_97.0,D_80.0,R_73.0,S_29.0,A_36.0
UserID_67,voID_67,poID_67,P_7.0,D_66.0,R_58.0,S_52.0,A_84.0
UserID_68,voID_68,poID_68,P_11.0,D_65.0,R_15.0,S_53.0,A_74.0
UserID_69,voID_69,poID_69,P_42.0,D_4.0,R_86.0,S_76.0,A_75.0
UserID_70,voID_70,poID_70,P_27.0,D_51.0,R_42.0,S_55.0,A_69.0
UserID_71,voID_71,poID_71,P_89.0,D_9.0,R_69.0,S_68.0,A_72.0
UserID_72,voID_72,poID_72,P_35.0,D_11.0,R_94.0,S_34.0,A_82.0
UserID_73,voID_73,poID_73,P_84.0,D_15.0,R_19.0,S_46.0,A_88.0
UserID_74,voID_74,poID_74,P_5.0,D_4.0,R_24.0,S_25.0,A_62.0
UserID_75,voID_75,poID_75,P_55.0,D_20.0,R_35.0,S_56.0,A_18.0
UserID_76,voID_76,poID_76,P_94.0,D_58.0,R_11.0,S_23.0,A_58.0
UserID_77,voID_77,poID_77,P_9.0,D_12.0,R_5.0,S_63.0,A_7.0
UserID_78,voID_78,poID_78,P_64.0,D_87.0,R_17.0,S_98.0,A_10.0
UserID_79,voID_79,poID_79,P_62.0,D_20.0,R_66.0,S_78.0,A_59.0
UserID_80,voID_80,poID_80,P_25.0,D_62.0,R_48.0,S_60.0,A_43.0
UserID_81,voID_81,poID_81,P_34.0,D_40.0,R_3.0,S_64.0,A_11.0
UserID_82,voID_82,poID_82,P_73.0,D_74.0,R_63.0,S_98.0,A_58.0
UserID_83,voID_83,poID_83,P_99.0,D_33.0,R_84.0,S_47.0,A_47.0
UserID_84,voID_84,poID_84,P_48.0,D_63.0,R_46.0,S_93.0,A_60.0
UserID_85,voID_85,poID_85,P_26.0,D_25.0,R_18.0,S_59.0,A_64.0
UserID_86,voID_86,poID_86,P_92.0,D_70.0,R_13.0,S_5.0,A_22.0
UserID_87,voID_87,poID_87,P_65.0,D_82.0,R_14.0,S_80.0,A_68.0
UserID_88,voID_88,poID_88,P_54.0,D_57.0,R_31.0,S_86.0,A_70.0
UserID_89,voID_89,poID_89,P_34.0,D_94.0,R_19.0,S_7.0,A_14.0
UserID_90,voID_90,poID_90,P_18.0,D_99.0,R_84.0,S_56.0,A_39.0
UserID_91,voID_91,poID_91,P_18.0,D_36.0,R_84.0,S_91.0,A_68.0
UserID_92,voID_92,poID_92,P_28.0,D_95.0,R_56.0,S_20.0,A_20.0
UserID_93,voID_93,poID_93,P_74.0,D_64.0,R_84.0,S_85.0,A_11.0
UserID_94,voID_94,poID_94,P_54.0,D_24.0,R_30.0,S_97.0,A_2.0
UserID_95,voID_95,poID_95,P_15.0,D_45.0,R_8.0,S_72.0,A_78.0
UserID_96,voID_96,poID_96,P_8.0,D_28.0,R_55.0,S_87.0,A_76.0
UserID_97,voID_97,poID_97,P_33.0,D_10.0,R_56.0,S_94.0,A_37.0
UserID_98,voID_98,poID_98,P_2.0,D_77.0,R_68.0,S_65.0,A_96.0
UserID_99,voID_99,poID_99,P_73.0,D_54.0,R_91.0,S_50.0,A_72.0
UserID_100,voID_100,poID_100,P_98.0,D_35.0,R_56.0,S_1.0,A_72.0
UserID_101,voID_101,poID_101,P_39.0,D_98.0,R_21.0,S_77.0,A_75.0
UserID_102,voID_102,poID_102,P_41.0,D_31.0,R_94.0,S_14.0,A_58.0
UserID_103,voID_103,poID_103,P_15.0,D_42.0,R_7.0,S_78.0,A_45.0
UserID_104,voID_104,poID_104,P_88.0,D_72.0,R_79.0,S_50.0,A_39.0
UserID_105,voID_105,poID_105,P_38.0,D_63.0,R_51.0,S_95.0,A_70.0
UserID_106,voID_106,poID_106,P_22.0,D_57.0,R_19.0,S_47.0,A_44.0
UserID_107,voID_107,poID_107,P_35.0,D_83.0,R_10.0,S_68.0,A_2.0
UserID_108,voID_108,poID_108,P_98.0,D_28.0,R_72.0,S_34.0,A_71.0
UserID_109,voID_109,poID_109,P_52.0,D_39.0,R_77.0,S_4.0,A_47.0
UserID_110,voID_110,poID_110,P_13.0,D_80.0,R_3.0,S_78.0,A_11.0
UserID_111,voID_111,poID_111,P_50.0,D_83.0,R_47.0,S_33.0,A_23.0
UserID_112,voID_112,poID_112,P_88.0,D_83.0,R_87.0,S_45.0,A_77.0
UserID_113,voID_113,poID_113,P_2.0,D_63.0,R_30.0,S_66.0,A_21.0
UserID_114,voID_114,poID_114,P_27.0,D_35.0,R_62.0,S_4.0,A_51.0
UserID_115,voID_115,poID_115,P_29.0,D_13.0,R_36.0,S_1.0,A_39.0
UserID_116,voID_116,poID_116,P_36.0,D_32.0,R_44.0,S_72.0,A_85.0
UserID_117,voID_117,poID_117,P_31.0,D_60.0,R_22.0,S_22.0,A_90.0
UserID_118,voID_118,poID_118,P_86.0,D_82.0,R_13.0,S_72.0,A_79.0
UserID_119,voID_119,poID_119,P_47.0,D_54.0,R_45.0,S_5.0,A_71.0
UserID_120,voID_120,poID_120,P_85.0,D_56.0,R_65.0,S_58.0,A_4.0
UserID_121,voID_121,poID_121,P_74.0,D_6.0,R_72.0,S_94.0,A_90.0
UserID_122,voID_122,poID_122,P_56.0,D_50.0,R_34.0,S_3.0,A_84.0
UserID_123,voID_123,poID_123,P_71.0,D_72.0,R_94.0,S_81.0,A_39.0
UserID_124,voID_124,poID_124,P_8.0,D_91.0,R_22.0,S_85.0,A_40.0
UserID_125,voID_125,poID_125,P_3.0,D_77.0,R_61.0,S_84.0,A_31.0
UserID_126,voID_126,poID_126,P_96.0,D_15.0,R_65.0,S_27.0,A_56.0
UserID_127,voID_127,poID_127,P_99.0,D_17.0,R_68.0,S_34.0,A_71.0
UserID_128,voID_128,poID_128,P_99.0,D_63.0,R_58.0,S_73.0,A_20.0
UserID_129,voID_129,poID_129,P_7.0,D_92.0,R_22.0,S_43.0,A_95.0
UserID_130,voID_130,poID_130,P_11.0,D_98.0,R_58.0,S_65.0,A_86.0
UserID_131,voID_131,poID_131,P_98.0,D_18.0,R_25.0,S_88.0,A_57.0
UserID_132,voID_132,poID_132,P_94.0,D_8.0,R_78.0,S_98.0,A_15.0
UserID_133,voID_133,poID_133,P_83.0,D_18.0,R_17.0,S_73.0,A_9.0
UserID_134,voID_134,poID_134,P_6.0,D_55.0,R_4.0,S_38.0,A_60.0
UserID_135,voID_135,poID_135,P_35.0,D_59.0,R_46.0,S_41.0,A_67.0
UserID_136,voID_136,poID_136,P_87.0,D_62.0,R_5.0,S_75.0,A_50.0
UserID_137,voID_137,poID_137,P_62.0,D_54.0,R_2.0,S_13.0,A_72.0
UserID_138,voID_138,poID_138,P_10.0,D_56.0,R_12.0,S_38.0,A_78.0
UserID_139,voID_139,poID_139,P_32.0,D_69.0,R_31.0,S_58.0,A_17.0
UserID_140,voID_140,poID_140,P_43.0,D_65.0,R_17.0,S_77.0,A_77.0
UserID_141,voID_141,poID_141,P_87.0,D_39.0,R_97.0,S_21.0,A_20.0
UserID_142,voID_142,poID_142,P_83.0,D_46.0,R_53.0,S_9.0,A_85.0
UserID_143,voID_143,poID_143,P_15.0,D_16.0,R_73.0,S_11.0,A_56.0
UserID_144,voID_144,poID_144,P_24.0,D_80.0,R_48.0,S_32.0,A_3.0
UserID_145,voID_145,poID_145,P_65.0,D_2.0,R_85.0,S_59.0,A_38.0
UserID_146,voID_146,poID_146,P_1.0,D_69.0,R_84.0,S_9.0,A_8.0
UserID_147,voID_147,poID_147,P_36.0,D_51.0,R_46.0,S_83.0,A_57.0
UserID_148,voID_148,poID_148,P_13.0,D_79.0,R_51.0,S_83.0,A_55.0
UserID_149,voID_149,poID_149,P_13.0,D_54.0,R_35.0,S_97.0,A_51.0
UserID_150,voID_150,poID_150,P_15.0,D_42.0,R_96.0,S_64.0,A_56.0
UserID_151,voID_151,poID_151,P_73.0,D_35.0,R_58.0,S_83.0,A_39.0
UserID_152,voID_152,poID_152,P_57.0,D_31.0,R_24.0,S_15.0,A_79.0
UserID_153,voID_153,poID_153,P_78.0,D_25.0,R_94.0,S_27.0,A_11.0
UserID_154,voID_154,poID_154,P_78.0,D_23.0,R_97.0,S_89.0,A_14.0
UserID_155,voID_155,poID_155,P_38.0,D_70.0,R_17.0,S_41.0,A_39.0
UserID_156,voID_156,poID_156,P_10.0,D_9.0,R_93.0,S_26.0,A_18.0
UserID_157,voID_157,poID_157,P_6.0,D_29.0,R_45.0,S_2.0,A_76.0
UserID_158,voID_158,poID_158,P_96.0,D_89.0,R_92.0,S_83.0,A_63.0
UserID_159,voID_159,poID_159,P_81.0,D_69.0,R_83.0,S_38.0,A_78.0
UserID_160,voID_160,poID_160,P_80.0,D_66.0,R_40.0,S_24.0,A_75.0
UserID_161,voID_161,poID_161,P_97.0,D_5.0,R_56.0,S_3.0,A_64.0
UserID_162,voID_162,poID_162,P_16.0,D_30.0,R_12.0,S_36.0,A_43.0
UserID_163,voID_163,poID_163,P_54.0,D_13.0,R_39.0,S_3.0,A_61.0
UserID_164,voID_164,poID_164,P_45.0,D_98.0,R_41.0,S_20.0,A_5.0
UserID_165,voID_165,poID_165,P_26.0,D_31.0,R_12.0,S_24.0,A_83.0
UserID_166,voID_166,poID_166,P_54.0,D_33.0,R_56.0,S_67.0,A_21.0
UserID_167,voID_167,poID_167,P_26.0,D_17.0,R_6.0,S_98.0,A_36.0
UserID_168,voID_168,poID_168,P_7.0,D_56.0,R_1.0,S_2.0,A_45.0
UserID_169,voID_169,poID_169,P_3.0,D_80.0,R_94.0,S_36.0,A_26.0
UserID_170,voID_170,poID_170,P_64.0,D_68.0,R_3.0,S_61.0,A_90.0
UserID_171,voID_171,poID_171,P_17.0,D_96.0,R_89.0,S_80.0,A_65.0
UserID_172,voID_172,poID_172,P_86.0,D_63.0,R_62.0,S_86.0,A_22.0
UserID_173,voID_173,poID_173,P_66.0,D_56.0,R_93.0,S_91.0,A_7.0
UserID_174,voID_174,poID_174,P_79.0,D_97.0,R_45.0,S_14.0,A_18.0
UserID_175,voID_175,poID_175,P_45.0,D_38.0,R_18.0,S_23.0,A_94.0
UserID_176,voID_176,poID_176,P_31.0,D_56.0,R_37.0,S_50.0,A_85.0
UserID_177,voID_177,poID_177,P_52.0,D_92.0,R_70.0,S_2.0,A_17.0
UserID_178,voID_178,poID_178,P_53.0,D_20.0,R_29.0,S_13.0,A_64.0
UserID_179,voID_179,poID_179,P_99.0,D_25.0,R_96.0,S_98.0,A_2.0
UserID_180,voID_180,poID_180,P_28.0,D_97.0,R_84.0,S_73.0,A_23.0
UserID_181,voID_181,poID_181,P_66.0,D_85.0,R_41.0,S_49.0,A_54.0
UserID_182,voID_182,poID_182,P_51.0,D_26.0,R_58.0,S_86.0,A_23.0
UserID_183,voID_183,poID_183,P_79.0,D_29.0,R_18.0,S_5.0,A_43.0
UserID_184,voID_184,poID_184,P_63.0,D_59.0,R_50.0,S_4.0,A_31.0
UserID_185,voID_185,poID_185,P_86.0,D_63.0,R_66.0,S_54.0,A_24.0
UserID_186,voID_186,poID_186,P_77.0,D_32.0,R_13.0,S_15.0,A_97.0
UserID_187,voID_187,poID_187,P_45.0,D_28.0,R_60.0,S_25.0,A_79.0
UserID_188,voID_188,poID_188,P_59.0,D_18.0,R_91.0,S_35.0,A_19.0
UserID_189,voID_189,poID_189,P_10.0,D_23.0,R_50.0,S_94.0,A_29.0
UserID_190,voID_190,poID_190,P_52.0,D_66.0,R_81.0,S_5.0,A_51.0
UserID_191,voID_191,poID_191,P_72.0,D_15.0,R_11.0,S_28.0,A_80.0
UserID_192,voID_192,poID_192,P_30.0,D_58.0,R_80.0,S_22.0,A_37.0
UserID_193,voID_193,poID_193,P_77.0,D_19.0,R_95.0,S_16.0,A_42.0
UserID_194,voID_194,poID_194,P_73.0,D_87.0,R_71.0,S_12.0,A_43.0
UserID_195,voID_195,poID_195,P_27.0,D_20.0,R_58.0,S_38.0,A_46.0
UserID_196,voID_196,poID_196,P_32.0,D_1.0,R_20.0,S_53.0,A_93.0
UserID_197,voID_197,poID_197,P_72.0,D_13.0,R_99.0,S_7.0,A_17.0
UserID_198,voID_198,poID_198,P_2.0,D_95.0,R_28.0,S_26.0,A_63.0
UserID_199,voID_199,poID_199,P_25.0,D_67.0,R_64.0,S_84.0,A_56.0
UserID_200,voID_200,poID_200,P_7.0,D_61.0,R_46.0,S_39.0,A_24.0
UserID_201,voID_201,poID_201,P_6.0,D_17.0,R_19.0,S_44.0,A_26.0
UserID_202,voID_202,poID_202,P_1.0,D_78.0,R_93.0,S_10.0,A_17.0
UserID_203,voID_203,poID_203,P_75.0,D_84.0,R_90.0,S_7.0,A_60.0
UserID_204,voID_204,poID_204,P_17.0,D_81.0,R_56.0,S_15.0,A_43.0
UserID_205,voID_205,poID_205,P_66.0,D_83.0,R_74.0,S_47.0,A_9.0
UserID_206,voID_206,poID_206,P_1.0,D_2.0,R_15.0,S_90.0,A_13.0
UserID_207,voID_207,poID_207,P_11.0,D_54.0,R_67.0,S_89.0,A_86.0
UserID_208,voID_208,poID_208,P_2.0,D_18.0,R_46.0,S_62.0,A_6.0
UserID_209,voID_209,poID_209,P_27.0,D_52.0,R_12.0,S_12.0,A_97.0
UserID_210,voID_210,poID_210,P_46.0,D_83.0,R_21.0,S_50.0,A_76.0
UserID_211,voID_211,poID_211,P_6.0,D_88.0,R_18.0,S_6.0,A_10.0
UserID_212,voID_212,poID_212,P_97.0,D_29.0,R_75.0,S_44.0,A_99.0
UserID_213,voID_213,poID_213,P_11.0,D_84.0,R_76.0,S_12.0,A_46.0
UserID_214,voID_214,poID_214,P_20.0,D_90.0,R_1.0,S_23.0,A_83.0
UserID_215,voID_215,poID_215,P_43.0,D_92.0,R_77.0,S_90.0,A_10.0
UserID_216,voID_216,poID_216,P_20.0,D_67.0,R_26.0,S_25.0,A_23.0
UserID_217,voID_217,poID_217,P_21.0,D_45.0,R_54.0,S_53.0,A_51.0
UserID_218,voID_218,poID_218,P_2.0,D_73.0,R_88.0,S_26.0,A_96.0
UserID_219,voID_219,poID_219,P_27.0,D_98.0,R_10.0,S_4.0,A_73.0
UserID_220,voID_220,poID_220,P_79.0,D_80.0,R_29.0,S_93.0,A_8.0
UserID_221,voID_221,poID_221,P_72.0,D_21.0,R_88.0,S_13.0,A_33.0
UserID_222,voID_222,poID_222,P_4.0,D_74.0,R_87.0,S_63.0,A_30.0
UserID_223,voID_223,poID_223,P_62.0,D_18.0,R_20.0,S_35.0,A_70.0
UserID_224,voID_224,poID_224,P_45.0,D_21.0,R_85.0,S_29.0,A_17.0
UserID_225,voID_225,poID_225,P_75.0,D_26.0,R_49.0,S_43.0,A_15.0
UserID_226,voID_226,poID_226,P_81.0,D_91.0,R_54.0,S_22.0,A_4.0
UserID_227,voID_227,poID_227,P_31.0,D_50.0,R_78.0,S_35.0,A_74.0
UserID_228,voID_228,poID_228,P_87.0,D_88.0,R_39.0,S_60.0,A_81.0
UserID_229,voID_229,poID_229,P_87.0,D_62.0,R_66.0,S_5.0,A_68.0
UserID_230,voID_230,poID_230,P_38.0,D_10.0,R_50.0,S_3.0,A_1.0
UserID_231,voID_231,poID_231,P_61.0,D_93.0,R_32.0,S_82.0,A_11.0
UserID_232,voID_232,poID_232,P_15.0,D_32.0,R_14.0,S_94.0,A_62.0
UserID_233,voID_233,poID_233,P_94.0,D_27.0,R_1.0,S_5.0,A_88.0
UserID_234,voID_234,poID_234,P_71.0,D_27.0,R_48.0,S_72.0,A_22.0
UserID_235,voID_235,poID_235,P_99.0,D_67.0,R_21.0,S_23.0,A_27.0
UserID_236,voID_236,poID_236,P_9.0,D_10.0,R_46.0,S_35.0,A_15.0
UserID_237,voID_237,poID_237,P_91.0,D_10.0,R_79.0,S_84.0,A_11.0
UserID_238,voID_238,poID_238,P_49.0,D_10.0,R_49.0,S_44.0,A_7.0
UserID_239,voID_239,poID_239,P_88.0,D_67.0,R_67.0,S_63.0,A_43.0
UserID_240,voID_240,poID_240,P_75.0,D_90.0,R_95.0,S_16.0,A_45.0
UserID_241,voID_241,poID_241,P_94.0,D_29.0,R_71.0,S_83.0,A_29.0
UserID_242,voID_242,poID_242,P_70.0,D_5.0,R_91.0,S_50.0,A_30.0
UserID_243,voID_243,poID_243,P_91.0,D_91.0,R_27.0,S_87.0,A_3.0
UserID_244,voID_244,poID_244,P_82.0,D_12.0,R_7.0,S_17.0,A_78.0
UserID_245,voID_245,poID_245,P_83.0,D_26.0,R_7.0,S_32.0,A_9.0
UserID_246,voID_246,poID_246,P_20.0,D_68.0,R_40.0,S_11.0,A_51.0
UserID_247,voID_247,poID_247,P_70.0,D_21.0,R_37.0,S_51.0,A_35.0
UserID_248,voID_248,poID_248,P_63.0,D_10.0,R_18.0,S_81.0,A_72.0
UserID_249,voID_249,poID_249,P_63.0,D_74.0,R_16.0,S_45.0,A_63.0
UserID_250,voID_250,poID_250,P_26.0,D_72.0,R_57.0,S_15.0,A_15.0
UserID_251,voID_251,poID_251,P_41.0,D_74.0,R_6.0,S_98.0,A_38.0
UserID_252,voID_252,poID_252,P_2.0,D_86.0,R_89.0,S_17.0,A_13.0
UserID_253,voID_253,poID_253,P_34.0,D_27.0,R_80.0,S_26.0,A_67.0
UserID_254,voID_254,poID_254,P_61.0,D_64.0,R_2.0,S_29.0,A_77.0
UserID_255,voID_255,poID_255,P_7.0,D_21.0,R_95.0,S_93.0,A_69.0
UserID_256,voID_256,poID_256,P_18.0,D_84.0,R_64.0,S_5.0,A_10.0
UserID_257,voID_257,poID_257,P_55.0,D_39.0,R_62.0,S_9.0,A_17.0
UserID_258,voID_258,poID_258,P_76.0,D_75.0,R_60.0,S_4.0,A_57.0
UserID_259,voID_259,poID_259,P_63.0,D_89.0,R_36.0,S_60.0,A_72.0
UserID_260,voID_260,poID_260,P_85.0,D_86.0,R_72.0,S_77.0,A_5.0
UserID_261,voID_261,poID_261,P_43.0,D_81.0,R_29.0,S_83.0,A_95.0
UserID_262,voID_262,poID_262,P_60.0,D_84.0,R_56.0,S_24.0,A_4.0
UserID_263,voID_263,poID_263,P_43.0,D_27.0,R_2.0,S_30.0,A_41.0
UserID_264,voID_264,poID_264,P_79.0,D_4.0,R_5.0,S_2.0,A_7.0
UserID_265,voID_265,poID_265,P_72.0,D_30.0,R_89.0,S_21.0,A_59.0
UserID_266,voID_266,poID_266,P_6.0,D_53.0,R_31.0,S_42.0,A_87.0
UserID_267,voID_267,poID_267,P_99.0,D_70.0,R_13.0,S_7.0,A_41.0
UserID_268,voID_268,poID_268,P_69.0,D_14.0,R_6.0,S_20.0,A_81.0
UserID_269,voID_269,poID_269,P_90.0,D_35.0,R_9.0,S_4.0,A_81.0
UserID_270,voID_270,poID_270,P_68.0,D_3.0,R_88.0,S_60.0,A_46.0
UserID_271,voID_271,poID_271,P_58.0,D_42.0,R_22.0,S_78.0,A_84.0
UserID_272,voID_272,poID_272,P_66.0,D_85.0,R_36.0,S_78.0,A_51.0
UserID_273,voID_273,poID_273,P_67.0,D_24.0,R_56.0,S_91.0,A_81.0
UserID_274,voID_274,poID_274,P_36.0,D_24.0,R_72.0,S_61.0,A_37.0
UserID_275,voID_275,poID_275,P_74.0,D_87.0,R_84.0,S_63.0,A_72.0
UserID_276,voID_276,poID_276,P_46.0,D_51.0,R_51.0,S_9.0,A_80.0
UserID_277,voID_277,poID_277,P_66.0,D_36.0,R_8.0,S_29.0,A_38.0
UserID_278,voID_278,poID_278,P_27.0,D_17.0,R_93.0,S_44.0,A_18.0
UserID_279,voID_279,poID_279,P_62.0,D_84.0,R_53.0,S_40.0,A_49.0
UserID_280,voID_280,poID_280,P_26.0,D_70.0,R_98.0,S_2.0,A_30.0
UserID_281,voID_281,poID_281,P_19.0,D_83.0,R_28.0,S_63.0,A_3.0
UserID_282,voID_282,poID_282,P_35.0,D_25.0,R_80.0,S_13.0,A_71.0
UserID_283,voID_283,poID_283,P_10.0,D_34.0,R_23.0,S_66.0,A_81.0
UserID_284,voID_284,poID_284,P_21.0,D_72.0,R_91.0,S_57.0,A_15.0
UserID_285,voID_285,poID_285,P_98.0,D_95.0,R_83.0,S_26.0,A_25.0
UserID_286,voID_286,poID_286,P_69.0,D_48.0,R_5.0,S_27.0,A_75.0
UserID_287,voID_287,poID_287,P_83.0,D_37.0,R_43.0,S_44.0,A_50.0
UserID_288,voID_288,poID_288,P_18.0,D_14.0,R_20.0,S_22.0,A_74.0
UserID_289,voID_289,poID_289,P_68.0,D_51.0,R_17.0,S_76.0,A_58.0
UserID_290,voID_290,poID_290,P_5.0,D_29.0,R_96.0,S_33.0,A_25.0
UserID_291,voID_291,poID_291,P_75.0,D_47.0,R_87.0,S_73.0,A_43.0
UserID_292,voID_292,poID_292,P_40.0,D_14.0,R_57.0,S_38.0,A_19.0
UserID_293,voID_293,poID_293,P_49.0,D_6.0,R_32.0,S_35.0,A_57.0
UserID_294,voID_294,poID_294,P_49.0,D_44.0,R_93.0,S_88.0,A_34.0
UserID_295,voID_295,poID_295,P_59.0,D_56.0,R_42.0,S_69.0,A_96.0
UserID_296,voID_296,poID_296,P_42.0,D_20.0,R_70.0,S_22.0,A_62.0
UserID_297,voID_297,poID_297,P_31.0,D_85.0,R_89.0,S_13.0,A_15.0
UserID_298,voID_298,poID_298,P_98.0,D_9.0,R_83.0,S_10.0,A_29.0
UserID_299,voID_299,poID_299,P_54.0,D_30.0,R_44.0,S_8.0,A_13.0
UserID_300,voID_300,poID_300,P_56.0,D_67.0,R_4.0,S_96.0,A_65.0
UserID_301,voID_301,poID_301,P_90.0,D_7.0,R_52.0,S_12.0,A_13.0
UserID_302,voID_302,poID_302,P_57.0,D_55.0,R_54.0,S_90.0,A_69.0
